pmid,split,num_tokens,participants_spans,interventions_spans,outcomes_spans,text_preview
22572567,train,179,pityriasis versicolor . | pityriasis versicolor ; | pityriasis versicolor . | pityriasis versicolor . | Eighty patients suffering from pityriasis versicolor | pityriasis versicolor .,tretinoin cream | Adapalene gel | adapalene gel | adapalene gel | adapalene gel and 2 % ketoconazole cream | 2 % ketoconazole cream | adapalene gel,Roles of adapalene | side effects,Roles of adapalene in the treatment of pityriasis versicolor. BACKGROUND Ketoconazole is a typical treatment available for pityriasis versicolor; tret
24824660,train,309,"older adolescents and young adults with autism spectrum disorder . | Males and females , ages 14 to 25 years , with a Diagnostic and Statistical Manual of Mental Disorders , Fourth Edition Text Revision diagnosis of an ASD were enrolled",D-Cycloserine ( DCS ),"Aberrant Behavior Checklist subscale 3 , which measures stereotypies/repetitive movements . | stereotypic symptoms | Aberrant Behavior Checklist subscale 3 . | safe and well tolerated .",A trial of D-cycloserine to treat stereotypies in older adolescents and young adults with autism spectrum disorder. OBJECTIVES Autism spectrum disorde
25806587,train,245,"Resistance Exercise . | young resistance-trained males . 12 resistance-trained males performed 6 conditions in random counterbalanced order : rest ( R ) , low-intensity ( LIRE : 30 % 1RM ) and moderate-intensity ( MIRE : 70 % 1RM ) resistance exercise with or without PVO .","Partial Vascular Occlusion | Resistance Exercise . | partial vascular occlusion ( PVO ) | resistance exercise | rest ( R ) , low-intensity ( LIRE : | moderate-intensity ( MIRE : | resistance exercise with or without PVO . | PVO during MIRE","Blood samples | plasma protein carbonyls ( PC ) , glutathione ratio , oxygen radical absorbance capacity ( ORAC ) , and xanthine oxidase ( XO ) | plasma PC and glutathione ratio | higher PC concentration and glutathione ratio | PC . | oxidative stress",The Impact of Partial Vascular Occlusion on Oxidative Stress Markers during Resistance Exercise. This study sought to examine the effects of partial v
3602327,train,13,elderly normal volunteers .,amantadine vs. trihexyphenidyl,,The effects of amantadine vs. trihexyphenidyl on memory in elderly normal volunteers.
8238214,train,264,"eyes with severe proliferative vitreoretinopathy . | 117 of 404 eyes ( 29 % ) with severe proliferative vitreoretinopathy ( > or = C-3 , full-thickness retinal folds in three or more quadrants ) | Forty-six eyes",Relaxing retinotomy with silicone oil or long-acting gas | relaxing retinotomy | treatment with long-acting gas or silicone oil .,better anatomic ( six months ) and visual ( six and 24 months ) outcomes and less hypotony | decreased the likelihood of hypotony | proliferative vitreoretinopathy | equally effective .,Relaxing retinotomy with silicone oil or long-acting gas in eyes with severe proliferative vitreoretinopathy. Silicone Study Report 5. The Silicone St
8127293,train,128,prevent breast cancer in high-risk women .,,"reducing the incidence of invasive breast cancer , 2 ) reducing breast cancer mortality , 3 ) reducing deaths from cardiovascular disease , and 4 ) reducing bone fractures . | side effects , toxicity , and the quality of life",National Surgical Adjuvant Breast and Bowel Project's Breast Cancer Prevention Trial. The Breast Cancer Prevention Trial is the largest breast cancer 
22080777,train,296,"of overweight/obesity among children | among elementary school students | in elementary schools in Forsyth County , North Carolina | METHODS The study included third- through fifth-grade classrooms in eight elementary schools | among elementary school children",Instant Recess® : | increase physical activity ( PA ) | a policy implementation intervention | in-school PA | . Instant Recess® | 10-minute PA breaks | classroom-based PA. PA | increased PA | ( 16 % ) PA | increasing PA,"increasing physical activity | increase physical activity ( PA ) | measure activity levels , other student behaviors , and teacher behaviors | PA. PA | decreased PA | increased PA | exhibited statistically significant increases in light ( 51 % ) and moderate-intensity ( 16 % ) PA and increases in time spent in on-task behavior | for increasing PA and improving behavior",Instant Recess®: a practical tool for increasing physical activity during the school day. BACKGROUND An increased prevalence of overweight/obesity amo
16603337,train,208,young children with autism . Children with autism | three young children with autism and their mothers . | young children with autism | parents .,parent-implemented imitation intervention | Reciprocal imitation training ( RIT ) is a naturalistic imitation intervention,spontaneous imitation skills | spontaneously imitate | play actions and descriptive gestures | spontaneous imitation skills | spontaneous imitation . | imitation skills,The effect of a parent-implemented imitation intervention on spontaneous imitation skills in young children with autism. Children with autism exhibit 
12185505,train,459,"primary mediastinal B-cell lymphoma : | patients with primary mediastinal B-cell lymphoma ( PMBCL ) | From 1989 to 1997 , 68 patients diagnosed with previously untreated PMBCL , aged 18-65 years and negative for immunodeficiency virus test | PMBCL should be","either conventional chemotherapy with CEOP-Bleo ( cyclophosphamide 750 mg/m ( 2 ) , vincristine 1.4 mg/m ( 2 ) , prednisone 40 mg/m ( 2 ) , epirubicin 70 mg/m ( 2 ) , and bleomycin 10 mg/m ( 2 ) ) or mega CEOP-Bleo ( cyclophosphamide 1000 mg/m ( 2 ) , epirubicin 120 mg/m ( 2 ) , vincristine , prednisone , and bleomycin at the same doses ) every 21 days for six cycles , followed by radiotherapy to the mediastinum with the mantle technique ( 35-45 Gy , mean 38 Gy ) .",efficacy and toxicity | Complete response ( CR ) rates | interval ( CI ) : 58 | ( FFS ) and overall survival ( OS ) had statistical differences . At 5 | for patients | were also | were observed | acute leukemia has been | prognostic index was not | pericardial effusion and chemotherapy regimen as prognostic | OS . We feel,Combined therapy in the treatment of primary mediastinal B-cell lymphoma: conventional versus escalated chemotherapy. Treatment of patients with prima
3710012,train,265,type 1 ( insulin-dependent ) diabetic patients with incipient nephropathy . | 12 patients with Type 1 ( insulin-dependent ) diabetes and incipient nephropathy ( persistent microalbuminuria ) . | patients with incipient diabetic nephropathy .,Acute reduction of arterial blood pressure | acute reduction in arterial blood pressure | slow intravenous injection,urinary albumin excretion | kidney function | Renal function | glomerular filtration rate | urinary albumin excretion rate ( radioimmunoassay ) . | arterial blood pressure | urinary albumin excretion rate | fractional clearance of albumin | Glomerular filtration rate | blood glucose concentration | glomerular filtration rate,Acute reduction of arterial blood pressure reduces urinary albumin excretion in type 1 (insulin-dependent) diabetic patients with incipient nephropath
3890395,train,328,"type II hypertensive diabetics . | hypertension in diabetic subjects | 26 type II ( non-insulin-dependent ) diabetics , in fairly good metabolic control and with moderate hypertension ( orthostatic diastolic pressure from 100 to 115 mmHg )",antihypertensive drug | muzolimine ( MZ ) | chlorthalidone ( CL ) .,metabolic equilibrium . | metabolic and non-metabolic parameters | clinostatic and orthostatic blood pressure values . | antihypertensive effect | systolic and diastolic blood pressure ) | plasma electrolyte levels | urinary aldosterone excretion,Interference on metabolism induced by muzolimine and chlorthalidone in type II hypertensive diabetics. There is a very high prevalence of hypertension
